,Nasdaq Traded,Symbol,Security Name,Listing Exchange,Market Category,ETF,Round Lot Size,Test Issue,Financial Status,CQS Symbol,NASDAQ Symbol,NextShares
9449,Y,SPRY,"ARS Pharmaceuticals, Inc. - Common Stock",Q,G,N,100.0,N,N,,SPRY,N
9450,Y,SPSB,SPDR Portfolio Short Term Corporate Bond ETF,P, ,Y,100.0,N,,SPSB,SPSB,N
9451,Y,SPSC,"SPS Commerce, Inc. - Common Stock",Q,Q,N,100.0,N,N,,SPSC,N
9452,Y,SPSK,Tidal ETF Trust SP Funds Dow Jones Global Sukuk ETF,P, ,Y,100.0,N,,SPSK,SPSK,N
9453,Y,SPSM,SPDR Portfolio S&P 600 Small Cap ETF,P, ,Y,100.0,N,,SPSM,SPSM,N
9454,Y,SPT,"Sprout Social, Inc - Class A Common Stock",Q,S,N,100.0,N,N,,SPT,N
9455,Y,SPTI,SPDR Portfolio Intermediate Term Treasury ETF,P, ,Y,100.0,N,,SPTI,SPTI,N
9456,Y,SPTL,SPDR Portfolio Long Term Treasury ETF,P, ,Y,100.0,N,,SPTL,SPTL,N
9457,Y,SPTM,SPDR Portfolio S&P 1500 Composite Stock Market ETF,P, ,Y,100.0,N,,SPTM,SPTM,N
9458,Y,SPTN,SpartanNash Company - Common Stock,Q,Q,N,100.0,N,N,,SPTN,N
9459,Y,SPTS,SPDR Portfolio Short Term Treasury ETF,P, ,Y,100.0,N,,SPTS,SPTS,N
9460,Y,SPUC,Simplify Exchange Traded Funds Simplify US Equity PLUS Upside Convexity ETF,P, ,Y,100.0,N,,SPUC,SPUC,N
9461,Y,SPUS,SP Funds S&P 500 Sharia Industry Exclusions ETF,P, ,Y,100.0,N,,SPUS,SPUS,N
9462,Y,SPUU,Direxion Daily S&P 500 Bull 2X Shares,P, ,Y,100.0,N,,SPUU,SPUU,N
9463,Y,SPVM,Invesco S&P 500 Value with Momentum ETF,P, ,Y,100.0,N,,SPVM,SPVM,N
9464,Y,SPVU,Invesco S&P 500 Enhanced Value ETF,P, ,Y,100.0,N,,SPVU,SPVU,N
9465,Y,SPWH,"Sportsman's Warehouse Holdings, Inc. - Common Stock",Q,Q,N,100.0,N,N,,SPWH,N
9466,Y,SPWR,SunPower Corporation - Common Stock,Q,Q,N,100.0,N,N,,SPWR,N
9467,Y,SPXB,ProShares S&P 500 Bond ETF,P, ,Y,100.0,N,,SPXB,SPXB,N
9468,Y,SPXC,"SPX Technologies, Inc. Common Stock",N, ,N,100.0,N,,SPXC,SPXC,N
9469,Y,SPXE,ProShares S&P 500 Ex-Energy ETF,P, ,Y,100.0,N,,SPXE,SPXE,N
9470,Y,SPXL,Direxion Daily S&P 500 Bull 3X Shares,P, ,Y,100.0,N,,SPXL,SPXL,N
9471,Y,SPXN,ProShares S&P 500 Ex-Financials ETF,P, ,Y,100.0,N,,SPXN,SPXN,N
9472,Y,SPXS,Direxion Daily S&P 500 Bear 3X,P, ,Y,100.0,N,,SPXS,SPXS,N
9473,Y,SPXT,ProShares S&P 500 Ex-Technology ETF,P, ,Y,100.0,N,,SPXT,SPXT,N
9474,Y,SPXU,ProShares UltraPro Short S&P500,P, ,Y,100.0,N,,SPXU,SPXU,N
9475,Y,SPXV,ProShares S&P 500 Ex-Health Care ETF,P, ,Y,100.0,N,,SPXV,SPXV,N
9476,Y,SPXX,Nuveen S&P 500 Dynamic Overwrite Fund,N, ,N,100.0,N,,SPXX,SPXX,N
9477,Y,SPY,SPDR S&P 500,P, ,Y,100.0,N,,SPY,SPY,N
9478,Y,SPYC,Simplify Exchange Traded Funds Simplify US Equity PLUS Convexity ETF,P, ,Y,100.0,N,,SPYC,SPYC,N
9479,Y,SPYD,SPDR Series Trust SPDR Portfolio S&P 500 High Dividend ETF,P, ,Y,100.0,N,,SPYD,SPYD,N
9480,Y,SPYG,SPDR Series Trust SPDR Portfolio S&P 500 Growth ETF,P, ,Y,100.0,N,,SPYG,SPYG,N
9481,Y,SPYI,SHP ETF Trust NEOS S&P 500 High Income ETF,Z, ,Y,100.0,N,,SPYI,SPYI,N
9482,Y,SPYV,SPDR Series Trust SPDR Portfolio S&P 500 Value ETF,P, ,Y,100.0,N,,SPYV,SPYV,N
9483,Y,SPYX,SPDR S&P 500 Fossil Fuel Reserves Free ETF,P, ,Y,100.0,N,,SPYX,SPYX,N
9484,Y,SQ,"Block, Inc. Class A Common Stock,",N, ,N,100.0,N,,SQ,SQ,N
9485,Y,SQEW,LeaderShares Equity Skew ETF,P, ,Y,100.0,N,,SQEW,SQEW,N
9486,Y,SQFT,"Presidio Property Trust, Inc. - Class A Common Stock",Q,S,N,100.0,N,D,,SQFT,N
9487,Y,SQFTP,"Presidio Property Trust, Inc. - 9.375% Series D Cumulative Redeemable Perpetual Preferred Stock, $0.01 par value per share",Q,S,N,100.0,N,N,,SQFTP,N
9488,Y,SQFTW,"Presidio Property Trust, Inc. - Series A Common Stock Purchase Warrants",Q,S,N,100.0,N,N,,SQFTW,N
9489,Y,SQL,SeqLL Inc. - Common stock,Q,S,N,100.0,N,D,,SQL,N
9490,Y,SQLLW,SeqLL Inc. - Warrant,Q,S,N,100.0,N,N,,SQLLW,N
9491,Y,SQLV,Royce Quant Small-Cap Quality Value ETF,Q,G,Y,100.0,N,N,,SQLV,N
9492,Y,SQM,Sociedad Quimica y Minera S.A. Common Stock,N, ,N,100.0,N,,SQM,SQM,N
9493,Y,SQNS,Sequans Communications S.A. American Depositary Shares,N, ,N,100.0,N,,SQNS,SQNS,N
9494,Y,SQQQ,ProShares UltraPro Short QQQ,Q,G,Y,100.0,N,N,,SQQQ,N
9495,Y,SQSP,"Squarespace, Inc. Class A Common Stock",N, ,N,100.0,N,,SQSP,SQSP,N
9496,Y,SR,Spire Inc. Common Stock,N, ,N,100.0,N,,SR,SR,N
9498,Y,SRAD,Sportradar Group AG - Class A Ordinary Shares,Q,Q,N,100.0,N,N,,SRAD,N
9499,Y,SRC,"Spirit Realty Capital, Inc. Common Stock",N, ,N,100.0,N,,SRC,SRC,N
9501,Y,SRCE,1st Source Corporation - Common Stock,Q,Q,N,100.0,N,N,,SRCE,N
9502,Y,SRCL,"Stericycle, Inc. - Common Stock",Q,Q,N,100.0,N,N,,SRCL,N
9503,Y,SRDX,"Surmodics, Inc. - Common Stock",Q,Q,N,100.0,N,N,,SRDX,N
9504,Y,SRE,DBA Sempra Common Stock,N, ,N,100.0,N,,SRE,SRE,N
9505,Y,SREA,DBA Sempra 5.750% Junior Subordinated Notes due 2079,N, ,N,100.0,N,,SREA,SREA,N
9506,Y,SRET,Global X SuperDividend REIT ETF,Q,G,Y,100.0,N,N,,SRET,N
9507,Y,SRFM,Surf Air Mobility Inc. Common Stock,N, ,N,100.0,N,,SRFM,SRFM,N
9508,Y,SRG,Seritage Growth Properties Class A Common Stock,N, ,N,100.0,N,,SRG,SRG,N
9510,Y,SRHQ,Elevation Series Trust SRH U.S. Quality ETF,P, ,Y,100.0,N,,SRHQ,SRHQ,N
9511,Y,SRI,"Stoneridge, Inc. Common Stock",N, ,N,100.0,N,,SRI,SRI,N
9512,Y,SRL,Scully Royalty Ltd.,N, ,N,100.0,N,,SRL,SRL,N
9513,Y,SRLN,SPDR Blackstone Senior Loan ETF,P, ,Y,100.0,N,,SRLN,SRLN,N
9514,Y,SRM,"SRM Entertainment, Inc. - Common Stock",Q,S,N,100.0,N,N,,SRM,N
9515,Y,SROI,Calamos ETF Trust Calamos Antetokounmpo Global Sustainable Equities ETF,P, ,Y,100.0,N,,SROI,SROI,N
9516,Y,SRPT,"Sarepta Therapeutics, Inc. - Common Stock",Q,Q,N,100.0,N,N,,SRPT,N
9517,Y,SRRK,Scholar Rock Holding Corporation - Common Stock,Q,Q,N,100.0,N,N,,SRRK,N
9518,Y,SRS,ProShares UltraShort Real Estate,P, ,Y,100.0,N,,SRS,SRS,N
9519,Y,SRT,"StarTek, Inc. Common Stock",N, ,N,100.0,N,,SRT,SRT,N
9520,Y,SRTS,"Sensus Healthcare, Inc. - Common Stock",Q,S,N,100.0,N,N,,SRTS,N
9521,Y,SRTY,ProShares UltraPro Short Russell2000,P, ,Y,100.0,N,,SRTY,SRTY,N
9522,Y,SRV,NXG Cushing Midstream Energy Fund Common Shares of Beneficial Interest,N, ,N,100.0,N,,SRV,SRV,N
9523,Y,SRVR,Pacer Data & Infrastructure Real Estate ETF,P, ,Y,100.0,N,,SRVR,SRVR,N
9524,Y,SRZN,"Surrozen, Inc. - Common Stock",Q,S,N,100.0,N,D,,SRZN,N
9525,Y,SRZNW,"Surrozen, Inc. - Warrant",Q,S,N,100.0,N,N,,SRZNW,N
9526,Y,SSB,SouthState Corporation - Common Stock,Q,Q,N,100.0,N,N,,SSB,N
9527,Y,SSBI,Summit State Bank - Common Stock,Q,G,N,100.0,N,N,,SSBI,N
9528,Y,SSBK,"Southern States Bancshares, Inc. - Common Stock",Q,Q,N,100.0,N,N,,SSBK,N
9529,Y,SSD,"Simpson Manufacturing Company, Inc. Common Stock",N, ,N,100.0,N,,SSD,SSD,N
9530,Y,SSFI,Day Hagan/Ned Davis Research Smart Sector Fixed Income ETF,P, ,Y,100.0,N,,SSFI,SSFI,N
9531,Y,SSG,ProShares UltraShort Semiconductors,P, ,Y,100.0,N,,SSG,SSG,N
9532,Y,SSIC,Silver Spike Investment Corp. - Common Stock,Q,G,N,100.0,N,N,,SSIC,N
9533,Y,SSKN,"Strata Skin Sciences, Inc. - Common Stock",Q,S,N,100.0,N,D,,SSKN,N
9534,Y,SSL,Sasol Ltd. American Depositary Shares,N, ,N,100.0,N,,SSL,SSL,N
9535,Y,SSLY,Syntax Stratified SmallCap ETF,P, ,Y,100.0,N,,SSLY,SSLY,N
9536,Y,SSNC,"SS&C Technologies Holdings, Inc. - Common Stock",Q,Q,N,100.0,N,N,,SSNC,N
9537,Y,SSNT,"SilverSun Technologies, Inc. - Common Stock",Q,S,N,100.0,N,N,,SSNT,N
9538,Y,SSO,ProShares Ultra S&P500,P, ,Y,100.0,N,,SSO,SSO,N
9539,Y,SSP,E.W. Scripps Company (The) - Class A Common Stock,Q,Q,N,100.0,N,N,,SSP,N
9540,Y,SSPX,Janus Henderson U.S. Sustainable Equity ETF,P, ,Y,100.0,N,,SSPX,SSPX,N
9541,Y,SSPY,Syntax Stratified LargeCap ETF,P, ,Y,100.0,N,,SSPY,SSPY,N
9542,Y,SSRM,SSR Mining Inc. - Common Stock,Q,Q,N,100.0,N,N,,SSRM,N
9543,Y,SSSS,SuRo Capital Corp. - Closed End Fund,Q,Q,N,100.0,N,N,,SSSS,N
9544,Y,SSSSL,SuRo Capital Corp. - 6.00% Notes due 2026,Q,G,N,100.0,N,N,,SSSSL,N
9545,Y,SST,"System1, Inc. Class A Common Stock",N, ,N,100.0,N,,SST,SST,N
9547,Y,SSTI,"SoundThinking, Inc. - Common Stock",Q,S,N,100.0,N,N,,SSTI,N
9548,Y,SSTK,"Shutterstock, Inc. Common Stock",N, ,N,100.0,N,,SSTK,SSTK,N
9549,Y,SSU,SIGNA Sports United N.V. Ordinary Share,N, ,N,100.0,N,,SSU,SSU,N
9551,Y,SSUS,Day Hagan/Ned Davis Research Smart Sector ETF,P, ,Y,100.0,N,,SSUS,SSUS,N
9552,Y,SSXU,Strategy Shares Day Hagan/Ned Davis Research Smart Sector International ETF,P, ,Y,100.0,N,,SSXU,SSXU,N
9553,Y,SSY,"SunLink Health Systems, Inc. Common Stock",A, ,N,100.0,N,,SSY,SSY,N
9554,Y,SSYS,"Stratasys, Ltd. - Common Stock",Q,Q,N,100.0,N,N,,SSYS,N
9555,Y,ST,Sensata Technologies Holding plc Ordinary Shares,N, ,N,100.0,N,,ST,ST,N
9556,Y,STAA,STAAR Surgical Company - Common Stock,Q,G,N,100.0,N,N,,STAA,N
9557,Y,STAF,"Staffing 360 Solutions, Inc. - Common Stock",Q,S,N,100.0,N,H,,STAF,N
9558,Y,STAG,"Stag Industrial, Inc. Common Stock",N, ,N,100.0,N,,STAG,STAG,N
9559,Y,STBA,"S&T Bancorp, Inc. - Common Stock",Q,Q,N,100.0,N,N,,STBA,N
9560,Y,STBX,Starbox Group Holdings Ltd. - Ordinary Shares,Q,S,N,100.0,N,N,,STBX,N
9561,Y,STC,Stewart Information Services Corporation Common Stock,N, ,N,100.0,N,,STC,STC,N
9562,Y,STCE,Schwab Strategic Trust Schwab Crypto Thematic ETF,P, ,Y,100.0,N,,STCE,STCE,N
9563,Y,STCN,"Steel Connect, Inc. - Common Stock",Q,S,N,100.0,N,N,,STCN,N
9564,Y,STE,STERIS plc (Ireland) Ordinary Shares,N, ,N,100.0,N,,STE,STE,N
9565,Y,STEL,"Stellar Bancorp, Inc. Common Stock",N, ,N,100.0,N,,STEL,STEL,N
9566,Y,STEM,"Stem, Inc. Class A Common Stock",N, ,N,100.0,N,,STEM,STEM,N
9567,Y,STEP,StepStone Group Inc. - Class A Common Stock,Q,Q,N,100.0,N,N,,STEP,N
9568,Y,STER,Sterling Check Corp. - Common Stock,Q,Q,N,100.0,N,N,,STER,N
9569,Y,STEW,"SRH Total Return Fund, Inc. Common Stock",N, ,N,100.0,N,,STEW,STEW,N
9570,Y,STG,"Sunlands Technology Group American Depositary Shares, representing Class A ordinary shares",N, ,N,100.0,N,,STG,STG,N
9571,Y,STGF,Listed Funds Trust Merk Stagflation ETF,P, ,Y,100.0,N,,STGF,STGF,N
9572,Y,STGW,Stagwell Inc. - Class A Common Stock,Q,Q,N,100.0,N,N,,STGW,N
9573,Y,STHO,Star Holdings - Shares of Beneficial Interest,Q,G,N,100.0,N,N,,STHO,N
9574,Y,STIM,"Neuronetics, Inc. - Common Stock",Q,G,N,100.0,N,N,,STIM,N
9575,Y,STIP,iShares 0-5 Year TIPS Bond ETF,P, ,Y,100.0,N,,STIP,STIP,N
9576,Y,STIX,"Semantix, Inc. - Ordinary Shares",Q,G,N,100.0,N,N,,STIX,N
9577,Y,STIXW,"Semantix, Inc. - Warrant",Q,G,N,100.0,N,N,,STIXW,N
9578,Y,STK,Columbia Seligman Premium Technology Growth Fund Inc,N, ,N,100.0,N,,STK,STK,N
9579,Y,STKH,Steakholder Foods Ltd. - American Depositary Shares,Q,S,N,100.0,N,N,,STKH,N
9580,Y,STKL,"SunOpta, Inc. - Common Stock",Q,Q,N,100.0,N,N,,STKL,N
9581,Y,STKS,"The ONE Group Hospitality, Inc. - Common Stock",Q,S,N,100.0,N,N,,STKS,N
9582,Y,STLA,Stellantis N.V. Common Shares,N, ,N,100.0,N,,STLA,STLA,N
9583,Y,STLD,"Steel Dynamics, Inc. - Common Stock",Q,Q,N,100.0,N,N,,STLD,N
9584,Y,STLG,iShares Factors US Growth Style ETF,Z, ,Y,100.0,N,,STLG,STLG,N
9585,Y,STLV,iShares Factors US Value Style ETF,Z, ,Y,100.0,N,,STLV,STLV,N
9586,Y,STM,STMicroelectronics N.V. Common Stock,N, ,N,100.0,N,,STM,STM,N
9587,Y,STN,Stantec Inc Common Stock,N, ,N,100.0,N,,STN,STN,N
9588,Y,STNC,Hennessy Stance ESG ETF,P, ,Y,100.0,N,,STNC,STNC,N
9589,Y,STNE,StoneCo Ltd. - Class A Common Share,Q,Q,N,100.0,N,N,,STNE,N
9590,Y,STNG,Scorpio Tankers Inc. Common Shares,N, ,N,100.0,N,,STNG,STNG,N
9591,Y,STOK,"Stoke Therapeutics, Inc. - Common Stock",Q,Q,N,100.0,N,N,,STOK,N
9592,Y,STOT,SPDR DoubleLine Short Duration Total Return Tactical ETF,Z, ,Y,100.0,N,,STOT,STOT,N
9593,Y,STPZ,PIMCO 1-5 Year U.S. TIPS Index Exchange-Traded Fund,P, ,Y,100.0,N,,STPZ,STPZ,N
9594,Y,STR,Sitio Royalties Corp. Class A Common Stock,N, ,N,100.0,N,,STR,STR,N
9595,Y,STRA,"Strategic Education, Inc. - Common Stock",Q,Q,N,100.0,N,N,,STRA,N
9596,Y,STRC,Sarcos Technology and Robotics Corporation - Common stock,Q,G,N,100.0,N,N,,STRC,N
9598,Y,STRL,"Sterling Infrastructure, Inc. - Common Stock",Q,Q,N,100.0,N,N,,STRL,N
9599,Y,STRM,"Streamline Health Solutions, Inc. - Common Stock",Q,S,N,100.0,N,N,,STRM,N
9600,Y,STRO,"Sutro Biopharma, Inc. - Common Stock",Q,G,N,100.0,N,N,,STRO,N
9601,Y,STRR,"Star Equity Holdings, Inc. - Common Stock",Q,G,N,100.0,N,N,,STRR,N
9602,Y,STRRP,"Star Equity Holdings, Inc. - Series A Cumulative Perpetual Preferred Stock",Q,G,N,100.0,N,N,,STRRP,N
9603,Y,STRS,Stratus Properties Inc. - Common Stock,Q,Q,N,100.0,N,N,,STRS,N
9604,Y,STRT,STRATTEC SECURITY CORPORATION - Common Stock,Q,G,N,100.0,N,N,,STRT,N
9605,Y,STRV,EA Series Trust Strive 500 ETF,P, ,Y,100.0,N,,STRV,STRV,N
9606,Y,STRW,"Strawberry Fields REIT, Inc. Common Stock",A, ,N,100.0,N,,STRW,STRW,N
9607,Y,STSS,Sharps Technology Inc. - Common Stock,Q,S,N,100.0,N,D,,STSS,N
9608,Y,STSSW,Sharps Technology Inc. - Warrant,Q,S,N,100.0,N,N,,STSSW,N
9609,Y,STT,State Street Corporation Common Stock,N, ,N,100.0,N,,STT,STT,N
9612,Y,STTK,"Shattuck Labs, Inc. - Common Stock",Q,Q,N,100.0,N,N,,STTK,N
9613,Y,STVN,Stevanato Group S.p.A. Ordinary Shares,N, ,N,100.0,N,,STVN,STVN,N
9614,Y,STWD,"STARWOOD PROPERTY TRUST, INC. Starwood Property Trust Inc.",N, ,N,100.0,N,,STWD,STWD,N
9615,Y,STX,Seagate Technology Holdings PLC - Ordinary Shares (Ireland),Q,Q,N,100.0,N,N,,STX,N
9616,Y,STXD,Strive 1000 Dividend Growth ETF,Q,G,Y,100.0,N,N,,STXD,N
9617,Y,STXE,EA Series Trust Strive Emerging Markets Ex-China ETF,P, ,Y,100.0,N,,STXE,STXE,N
9618,Y,STXG,Strive 1000 Growth ETF,Q,G,Y,100.0,N,N,,STXG,N
9619,Y,STXK,Strive Small-Cap ETF,Q,G,Y,100.0,N,N,,STXK,N
9620,Y,STXS,"Stereotaxis, Inc. Common Stock",A, ,N,100.0,N,,STXS,STXS,N
9621,Y,STXT,EA Series Trust Strive Total Return Bond ETF,N, ,Y,100.0,N,,STXT,STXT,N
9622,Y,STXV,Strive 1000 Value ETF,Q,G,Y,100.0,N,N,,STXV,N
9623,Y,STZ,"Constellation Brands, Inc. Common Stock",N, ,N,100.0,N,,STZ,STZ,N
9624,Y,SU,Suncor Energy  Inc. Common Stock,N, ,N,100.0,N,,SU,SU,N
9625,Y,SUAC,ShoulderUp Technology Acquisition Corp. Class A Common Stock,N, ,N,100.0,N,,SUAC,SUAC,N
9628,Y,SUB,iShares Short-Term National Muni Bond ETF,P, ,Y,100.0,N,,SUB,SUB,N
9629,Y,SUI,"Sun Communities, Inc. Common Stock",N, ,N,100.0,N,,SUI,SUI,N
9630,Y,SUM,"Summit Materials, Inc. Class A Common Stock",N, ,N,100.0,N,,SUM,SUM,N
9631,Y,SUN,Sunoco LP Common Units representing limited partner interests,N, ,N,100.0,N,,SUN,SUN,N
9632,Y,SUNL,"Sunlight Financial Holdings, Inc. Class A Common Stock",N, ,N,100.0,N,,SUNL,SUNL,N
9634,Y,SUNW,"Sunworks, Inc. - Common Stock",Q,S,N,100.0,N,N,,SUNW,N
9635,Y,SUP,"Superior Industries International, Inc. Common Stock (DE)",N, ,N,100.0,N,,SUP,SUP,N
9636,Y,SUPL,ProShares Trust ProShares Supply Chain Logistics ETF,P, ,Y,100.0,N,,SUPL,SUPL,N
9637,Y,SUPN,"Supernus Pharmaceuticals, Inc. - Common Stock",Q,G,N,100.0,N,N,,SUPN,N
9638,Y,SUPP,Engine No. 1 ETF Trust Engine No. 1 Transform Supply Chain ETF,Z, ,Y,100.0,N,,SUPP,SUPP,N
9639,Y,SUPV,Grupo Supervielle S.A. American Depositary Shares each Representing five Class B shares,N, ,N,100.0,N,,SUPV,SUPV,N
9640,Y,SURE,AdvisorShares Insider Advantage ETF,P, ,Y,100.0,N,,SURE,SURE,N
9641,Y,SURF,"Surface Oncology, Inc. - Common Stock",Q,S,N,100.0,N,D,,SURF,N
9642,Y,SURG,"SurgePays, Inc. - Common Stock",Q,S,N,100.0,N,N,,SURG,N
9643,Y,SURGW,"SurgePays, Inc. - Warrant",Q,S,N,100.0,N,N,,SURGW,N
9644,Y,SURI,Simplify Exchange Traded Funds Simplify Propel Opportunities ETF,P, ,Y,100.0,N,,SURI,SURI,N
9645,Y,SUSA,iShares MSCI USA ESG Select ETF,P, ,Y,100.0,N,,SUSA,SUSA,N
9646,Y,SUSB,iShares ESG Aware 1-5 Year USD Corporate Bond ETF,Q,G,Y,100.0,N,N,,SUSB,N
9647,Y,SUSC,iShares ESG Aware USD Corporate Bond ETF,Q,G,Y,100.0,N,N,,SUSC,N
9648,Y,SUSL,iShares ESG MSCI USA Leaders ETF,Q,G,Y,100.0,N,N,,SUSL,N
9649,Y,SUZ,Suzano S.A. American Depositary Shares (each representing One Ordinary Share),N, ,N,100.0,N,,SUZ,SUZ,N
9650,Y,SVA,"Sinovac Biotech, Ltd. - Ordinary Shares (Antigua/Barbudo)",Q,Q,N,100.0,N,N,,SVA,N
9651,Y,SVAL,iShares US Small Cap Value Factor ETF,Z, ,Y,100.0,N,,SVAL,SVAL,N
9652,Y,SVC,Service Properties Trust - Shares of Beneficial Interest,Q,Q,N,100.0,N,N,,SVC,N
9653,Y,SVFD,"Save Foods, Inc. - Common Stock",Q,S,N,100.0,N,D,,SVFD,N
9654,Y,SVII,Spring Valley Acquisition Corp. II - Class A Ordinary Shares,Q,G,N,100.0,N,N,,SVII,N
9656,Y,SVIIU,Spring Valley Acquisition Corp. II - Units,Q,G,N,100.0,N,N,,SVIIU,N
9657,Y,SVIIW,Spring Valley Acquisition Corp. II - Warrant,Q,G,N,100.0,N,N,,SVIIW,N
9658,Y,SVIX,VS TR -1x Short VIX Futures ETF,Z, ,Y,100.0,N,,SVIX,SVIX,N
9659,Y,SVM,Silvercorp Metals Inc. Common Shares,A, ,N,100.0,N,,SVM,SVM,N
9660,Y,SVOL,Simplify Volatility Premium ETF,P, ,Y,100.0,N,,SVOL,SVOL,N
9661,Y,SVRA,"Savara, Inc. - Common Stock",Q,Q,N,100.0,N,N,,SVRA,N
9662,Y,SVRE,SaverOne 2014 Ltd. - American Depositary Shares,Q,S,N,100.0,N,N,,SVRE,N
9663,Y,SVREW,SaverOne 2014 Ltd. - Warrant,Q,S,N,100.0,N,N,,SVREW,N
9664,Y,SVT,"Servotronics, Inc. Common Stock",A, ,N,100.0,N,,SVT,SVT,N
9665,Y,SVV,"Savers Value Village, Inc. Common Stock",N, ,N,100.0,N,,SVV,SVV,N
9666,Y,SVVC,"Firsthand Technology Value Fund, Inc. - Closed End Fund",Q,Q,N,100.0,N,D,,SVVC,N
9667,Y,SVXY,ProShares Short VIX Short Term Futures ETF,Z, ,Y,100.0,N,,SVXY,SVXY,N
9668,Y,SWAG,"Stran & Company, Inc. - Common Stock",Q,S,N,100.0,N,N,,SWAG,N
9669,Y,SWAGW,"Stran & Company, Inc. - Warrant",Q,S,N,100.0,N,N,,SWAGW,N
9670,Y,SWAN,Amplify ETF Trust Amplify BlackSwan Growth & Treasury Core ETF,P, ,Y,100.0,N,,SWAN,SWAN,N
9671,Y,SWAV,"ShockWave Medical, Inc. - Common Stock",Q,Q,N,100.0,N,N,,SWAV,N
9672,Y,SWBI,"Smith & Wesson Brands, Inc. - Common Stock",Q,Q,N,100.0,N,N,,SWBI,N
9673,Y,SWI,SolarWinds Corporation Common Stock,N, ,N,100.0,N,,SWI,SWI,N
9674,Y,SWIM,"Latham Group, Inc. - Common Stock",Q,Q,N,100.0,N,N,,SWIM,N
9675,Y,SWK,"Stanley Black & Decker, Inc. Common Stock",N, ,N,100.0,N,,SWK,SWK,N
9676,Y,SWKH,SWK Holdings Corporation - Common Stock,Q,S,N,100.0,N,N,,SWKH,N
9677,Y,SWKS,"Skyworks Solutions, Inc. - Common Stock",Q,Q,N,100.0,N,N,,SWKS,N
9678,Y,SWN,Southwestern Energy Company Common Stock,N, ,N,100.0,N,,SWN,SWN,N
9679,Y,SWSS,Clean Energy Special Situations Corp.  - Common stock,Q,S,N,100.0,N,E,,SWSS,N
9680,Y,SWSSU,Clean Energy Special Situations Corp.  - Unit,Q,S,N,100.0,N,E,,SWSSU,N
9681,Y,SWSSW,Clean Energy Special Situations Corp.  - Warrant,Q,S,N,100.0,N,E,,SWSSW,N
9682,Y,SWTX,"SpringWorks Therapeutics, Inc. - common stock",Q,Q,N,100.0,N,N,,SWTX,N
9683,Y,SWVL,Swvl Holdings Corp - Class A Common Shares,Q,S,N,100.0,N,E,,SWVL,N
9684,Y,SWVLW,Swvl Holdings Corp - Warrant,Q,S,N,100.0,N,E,,SWVLW,N
9685,Y,SWX,"Southwest Gas Holdings, Inc. Common Stock (DE)",N, ,N,100.0,N,,SWX,SWX,N
9686,Y,SWZ,"Swiss Helvetia Fund, Inc. (The) Common Stock",N, ,N,100.0,N,,SWZ,SWZ,N
9687,Y,SXC,"SunCoke Energy, Inc. Common Stock",N, ,N,100.0,N,,SXC,SXC,N
9688,Y,SXI,Standex International Corporation Common Stock,N, ,N,100.0,N,,SXI,SXI,N
9689,Y,SXQG,ETC 6 Meridian Quality Growth ETF,P, ,Y,100.0,N,,SXQG,SXQG,N
9690,Y,SXT,Sensient Technologies Corporation Common Stock,N, ,N,100.0,N,,SXT,SXT,N
9691,Y,SXTC,"China SXT Pharmaceuticals, Inc. - Common Stock",Q,S,N,100.0,N,D,,SXTC,N
9692,Y,SXTP,"60 Degrees Pharmaceuticals, Inc. - Common Stock",Q,S,N,100.0,N,N,,SXTP,N
9693,Y,SXTPW,"60 Degrees Pharmaceuticals, Inc. - Warrant",Q,S,N,100.0,N,N,,SXTPW,N
9694,Y,SXUS,Janus Henderson International Sustainable Equity ETF,P, ,Y,100.0,N,,SXUS,SXUS,N
9695,Y,SY,So-Young International Inc. - American Depository Shares,Q,G,N,100.0,N,N,,SY,N
9696,Y,SYBT,"Stock Yards Bancorp, Inc. - Common Stock",Q,Q,N,100.0,N,N,,SYBT,N
9697,Y,SYBX,"Synlogic, Inc. - Common Stock",Q,S,N,100.0,N,D,,SYBX,N
9698,Y,SYF,Synchrony Financial Common Stock,N, ,N,100.0,N,,SYF,SYF,N
9700,Y,SYII,Syntax ETF Trust Syntax Stratified Total Market II ETF,P, ,Y,100.0,N,,SYII,SYII,N
9701,Y,SYK,Stryker Corporation Common Stock,N, ,N,100.0,N,,SYK,SYK,N
9702,Y,SYLD,Cambria Shareholder Yield ETF,Z, ,Y,100.0,N,,SYLD,SYLD,N
9703,Y,SYM,Symbotic Inc. - Class A Common Stock,Q,G,N,100.0,N,N,,SYM,N
9704,Y,SYNA,Synaptics Incorporated - Common Stock,Q,Q,N,100.0,N,N,,SYNA,N
9705,Y,SYNB,Putnam ETF Trust Putnam BioRevolution ETF,P, ,Y,100.0,N,,SYNB,SYNB,N
9706,Y,SYNH,"Syneos Health, Inc. - Class A Common Stock",Q,Q,N,100.0,N,N,,SYNH,N
9707,Y,SYPR,"Sypris Solutions, Inc. - Common Stock",Q,G,N,100.0,N,N,,SYPR,N
9708,Y,SYRS,"Syros Pharmaceuticals, Inc. - Common Stock",Q,Q,N,100.0,N,N,,SYRS,N
9709,Y,SYT,"SYLA Technologies Co., Ltd. - American Depositary Shares",Q,S,N,100.0,N,N,,SYT,N
9710,Y,SYTA,"Siyata Mobile, Inc. - Common Shares",Q,S,N,100.0,N,N,,SYTA,N
