,Nasdaq Traded,Symbol,Security Name,Listing Exchange,Market Category,ETF,Round Lot Size,Test Issue,Financial Status,CQS Symbol,NASDAQ Symbol,NextShares
279,Y,AGNCO,"AGNC Investment Corp. - Depositary Shares, each representing a 1/1,000th interest in a share of Series E Fixed-to-Floating Cumulative Redeemable Preferred Stock",Q,Q,N,100.0,N,N,,AGNCO,N
280,Y,AGNCP,"AGNC Investment Corp. - Depositary Shares Each Representing a 1/1,000th Interest in a Share of 6.125% Series F Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock",Q,Q,N,100.0,N,N,,AGNCP,N
281,Y,AGNG,Global X Aging Population ETF,Q,G,Y,100.0,N,N,,AGNG,N
282,Y,AGO,Assured Guaranty Ltd. Common Stock,N, ,N,100.0,N,,AGO,AGO,N
283,Y,AGOV,ETC Gavekal Asia Pacific Government Bond ETF,P, ,Y,100.0,N,,AGOV,AGOV,N
284,Y,AGOX,Adaptive Alpha Opportunities ETF,P, ,Y,100.0,N,,AGOX,AGOX,N
285,Y,AGQ,ProShares Ultra Silver,P, ,Y,100.0,N,,AGQ,AGQ,N
286,Y,AGR,"Avangrid, Inc. Common Stock",N, ,N,100.0,N,,AGR,AGR,N
287,Y,AGRH,iShares U.S. ETF Trust iShares Interest Rate Hedged U.S. Aggregate Bond ETF,P, ,Y,100.0,N,,AGRH,AGRH,N
288,Y,AGRI,AgriFORCE  Growing Systems Ltd. - Common Shares,Q,S,N,100.0,N,D,,AGRI,N
289,Y,AGRIW,AgriFORCE  Growing Systems Ltd. - Warrant,Q,S,N,100.0,N,N,,AGRIW,N
290,Y,AGRO,Adecoagro S.A. Common Shares,N, ,N,100.0,N,,AGRO,AGRO,N
291,Y,AGRX,"Agile Therapeutics, Inc. - Common Stock",Q,S,N,100.0,N,D,,AGRX,N
292,Y,AGS,"PlayAGS, Inc. Common Stock",N, ,N,100.0,N,,AGS,AGS,N
293,Y,AGTI,"Agiliti, Inc. Common Stock",N, ,N,100.0,N,,AGTI,AGTI,N
294,Y,AGX,"Argan, Inc. Common Stock",N, ,N,100.0,N,,AGX,AGX,N
295,Y,AGYS,"Agilysys, Inc. - Common Stock",Q,Q,N,100.0,N,N,,AGYS,N
296,Y,AGZ,iShares  Agency Bond ETF,P, ,Y,100.0,N,,AGZ,AGZ,N
297,Y,AGZD,WisdomTree Interest Rate Hedged U.S. Aggregate Bond Fund,Q,G,Y,100.0,N,N,,AGZD,N
298,Y,AHCO,AdaptHealth Corp.  - Common Stock,Q,S,N,100.0,N,N,,AHCO,N
299,Y,AHG,Akso Health Group - American Depositary Shares,Q,S,N,100.0,N,D,,AHG,N
300,Y,AHH,"Armada Hoffler Properties, Inc. Common Stock",N, ,N,100.0,N,,AHH,AHH,N
302,Y,AHI,Advanced Health Intelligence Ltd. - American Depositary Shares,Q,S,N,100.0,N,N,,AHI,N
306,Y,AHLT,American Beacon Select Funds American Beacon AHL Trend ETF,P, ,Y,100.0,N,,AHLT,AHLT,N
307,Y,AHOY,Tidal ETF Trust Newday Ocean Health ETF,P, ,Y,100.0,N,,AHOY,AHOY,N
308,Y,AHT,Ashford Hospitality Trust Inc Common Stock,N, ,N,100.0,N,,AHT,AHT,N
314,Y,AHYB,American Century Select High Yield ETF,P, ,Y,100.0,N,,AHYB,AHYB,N
315,Y,AI,"C3.ai, Inc. Class A Common Stock",N, ,N,100.0,N,,AI,AI,N
316,Y,AIA,iShares Asia 50 ETF,Q,G,Y,100.0,N,N,,AIA,N
317,Y,AIB,AIB Acquisition Corporation - Class A Ordinary Shares,Q,G,N,100.0,N,D,,AIB,N
319,Y,AIBBU,AIB Acquisition Corporation - Unit,Q,G,N,100.0,N,D,,AIBBU,N
320,Y,AIC,Arlington Asset Investment Corp 6.750% Notes due 2025,N, ,N,100.0,N,,AIC,AIC,N
321,Y,AIDB,Exchange Listed Funds Trust QRAFT AI-Pilot U.S. Large Cap Dynamic Beta and Income ETF,P, ,Y,100.0,N,,AIDB,AIDB,N
322,Y,AIEQ,AI Powered Equity ETF,P, ,Y,100.0,N,,AIEQ,AIEQ,N
323,Y,AIF,Apollo Tactical Income Fund Inc. Common Stock,N, ,N,100.0,N,,AIF,AIF,N
324,Y,AIG,"American International Group, Inc. New Common Stock",N, ,N,100.0,N,,AIG,AIG,N
326,Y,AIH,Aesthetic Medical International Holdings Group Ltd. - American Depositary Shares,Q,S,N,100.0,N,N,,AIH,N
327,Y,AIHS,Senmiao Technology Limited - Common Stock,Q,S,N,100.0,N,D,,AIHS,N
328,Y,AIM,AIM ImmunoTech Inc. Common Stock,A, ,N,100.0,N,,AIM,AIM,N
329,Y,AIMAU,Aimfinity Investment Corp. I - Unit,Q,G,N,100.0,N,N,,AIMAU,N
330,Y,AIMAW,Aimfinity Investment Corp. I - Warrant,Q,G,N,100.0,N,N,,AIMAW,N
331,Y,AIMBU,Aimfinity Investment Corp. I - Subunit,Q,G,N,100.0,N,N,,AIMBU,N
332,Y,AIMD,"Ainos, Inc. - common stock",Q,S,N,100.0,N,D,,AIMD,N
333,Y,AIMDW,"Ainos, Inc. - warrants",Q,S,N,100.0,N,N,,AIMDW,N
334,Y,AIN,Albany International Corporation Common Stock,N, ,N,100.0,N,,AIN,AIN,N
335,Y,AINC,Ashford Inc. (Holding Company) Common Stock,A, ,N,100.0,N,,AINC,AINC,N
336,Y,AIO,Virtus Artificial Intelligence & Technology Opportunities Fund Common Shares of Beneficial Interest,N, ,N,100.0,N,,AIO,AIO,N
337,Y,AIP,"Arteris, Inc.  - Common Stock",Q,G,N,100.0,N,N,,AIP,N
338,Y,AIQ,Global X Artificial Intelligence & Technology ETF,Q,G,Y,100.0,N,N,,AIQ,N
339,Y,AIR,AAR Corp. Common Stock,N, ,N,100.0,N,,AIR,AIR,N
340,Y,AIRC,Apartment Income REIT Corp. Common Stock,N, ,N,100.0,N,,AIRC,AIRC,N
341,Y,AIRG,"Airgain, Inc. - Common Stock",Q,S,N,100.0,N,N,,AIRG,N
342,Y,AIRI,Air Industries Group Common Stock,A, ,N,100.0,N,,AIRI,AIRI,N
343,Y,AIRR,First Trust RBA American Industrial Renaissance ETF,Q,G,Y,100.0,N,N,,AIRR,N
344,Y,AIRS,"AirSculpt Technologies, Inc. - Common Stock",Q,G,N,100.0,N,N,,AIRS,N
345,Y,AIRT,"Air T, Inc. - Common Stock",Q,G,N,100.0,N,N,,AIRT,N
346,Y,AIRTP,"Air T, Inc. - Trust Preferred Securities",Q,G,N,100.0,N,N,,AIRTP,N
347,Y,AIT,"Applied Industrial Technologies, Inc. Common Stock",N, ,N,100.0,N,,AIT,AIT,N
348,Y,AIU,Meta Data Limited ADS,N, ,N,100.0,N,,AIU,AIU,N
349,Y,AIV,Apartment Investment and Management Company Common Stock,N, ,N,100.0,N,,AIV,AIV,N
350,Y,AIVI,WisdomTree International AI Enhanced Value Fund,P, ,Y,100.0,N,,AIVI,AIVI,N
351,Y,AIVL,WisdomTree U.S. AI Enhanced Value Fund,P, ,Y,100.0,N,,AIVL,AIVL,N
352,Y,AIXI,XIAO-I Corporation - American Depositary Shares,Q,G,N,100.0,N,N,,AIXI,N
353,Y,AIZ,"Assurant, Inc. Common Stock",N, ,N,100.0,N,,AIZ,AIZ,N
354,Y,AIZN,"Assurant, Inc. 5.25% Subordinated Notes due 2061",N, ,N,100.0,N,,AIZN,AIZN,N
355,Y,AJG,Arthur J. Gallagher & Co. Common Stock,N, ,N,100.0,N,,AJG,AJG,N
356,Y,AJX,Great Ajax Corp. Common Stock,N, ,N,100.0,N,,AJX,AJX,N
357,Y,AJXA,Great Ajax Corp. 7.25% Convertible Senior Notes due 2024,N, ,N,100.0,N,,AJXA,AJXA,N
358,Y,AKA,a.k.a. Brands Holding Corp. Common Stock,N, ,N,100.0,N,,AKA,AKA,N
359,Y,AKAM,"Akamai Technologies, Inc. - Common Stock",Q,Q,N,100.0,N,N,,AKAM,N
360,Y,AKAN,Akanda Corp. - Common Shares,Q,S,N,100.0,N,D,,AKAN,N
361,Y,AKBA,"Akebia Therapeutics, Inc. - Common Stock",Q,S,N,100.0,N,N,,AKBA,N
362,Y,AKLI,"Akili, Inc. - Common Stock",Q,S,N,100.0,N,N,,AKLI,N
365,Y,AKR,Acadia Realty Trust Common Stock,N, ,N,100.0,N,,AKR,AKR,N
366,Y,AKRO,"Akero Therapeutics, Inc. - Common Stock",Q,Q,N,100.0,N,N,,AKRO,N
367,Y,AKTS,"Akoustis Technologies, Inc. - Common Stock",Q,S,N,100.0,N,N,,AKTS,N
368,Y,AKTX,Akari Therapeutics Plc - American Depositary Shares,Q,S,N,100.0,N,N,,AKTX,N
369,Y,AKU,Akumin Inc. - Common Shares,Q,S,N,100.0,N,D,,AKU,N
370,Y,AKYA,"Akoya BioSciences, Inc. - Common Stock",Q,Q,N,100.0,N,N,,AKYA,N
371,Y,AL,Air Lease Corporation Class A Common Stock,N, ,N,100.0,N,,AL,AL,N
373,Y,ALAR,Alarum Technologies Ltd. - American Depositary Shares,Q,S,N,100.0,N,N,,ALAR,N
374,Y,ALB,Albemarle Corporation Common Stock,N, ,N,100.0,N,,ALB,ALB,N
375,Y,ALBT,Avalon GloboCare Corp. - Common Stock,Q,S,N,100.0,N,N,,ALBT,N
376,Y,ALC,Alcon Inc. Ordinary Shares,N, ,N,100.0,N,,ALC,ALC,N
377,Y,ALCC,AltC Acquisition Corp. Class A Common Stock,N, ,N,100.0,N,,ALCC,ALCC,N
378,Y,ALCO,"Alico, Inc. - Common Stock",Q,Q,N,100.0,N,N,,ALCO,N
379,Y,ALCY,Alchemy Investments Acquisition Corp 1 - Class A Ordinary Shares,Q,G,N,100.0,N,N,,ALCY,N
380,Y,ALCYU,Alchemy Investments Acquisition Corp 1 - Units,Q,G,N,100.0,N,N,,ALCYU,N
381,Y,ALCYW,Alchemy Investments Acquisition Corp 1 - Warrants,Q,G,N,100.0,N,N,,ALCYW,N
382,Y,ALDX,"Aldeyra Therapeutics, Inc. - Common Stock",Q,S,N,100.0,N,N,,ALDX,N
383,Y,ALE,"Allete, Inc.",N, ,N,100.0,N,,ALE,ALE,N
384,Y,ALEC,"Alector, Inc. - Common Stock",Q,Q,N,100.0,N,N,,ALEC,N
385,Y,ALEX,"Alexander & Baldwin, Inc. Common Stock REIT Holding Company",N, ,N,100.0,N,,ALEX,ALEX,N
386,Y,ALG,"Alamo Group, Inc. Common Stock",N, ,N,100.0,N,,ALG,ALG,N
387,Y,ALGM,"Allegro MicroSystems, Inc. - Common Stock",Q,Q,N,100.0,N,N,,ALGM,N
388,Y,ALGN,"Align Technology, Inc. - Common Stock",Q,Q,N,100.0,N,N,,ALGN,N
389,Y,ALGS,"Aligos Therapeutics, Inc. - Common stock",Q,Q,N,100.0,N,N,,ALGS,N
390,Y,ALGT,Allegiant Travel Company - Common Stock,Q,Q,N,100.0,N,N,,ALGT,N
391,Y,ALHC,"Alignment Healthcare, Inc. - Common Stock",Q,Q,N,100.0,N,N,,ALHC,N
392,Y,ALIM,"Alimera Sciences, Inc. - Common Stock",Q,G,N,100.0,N,N,,ALIM,N
393,Y,ALIT,"Alight, Inc. Class A Common Stock",N, ,N,100.0,N,,ALIT,ALIT,N
394,Y,ALK,"Alaska Air Group, Inc. Common Stock",N, ,N,100.0,N,,ALK,ALK,N
395,Y,ALKS,Alkermes plc - Ordinary Shares,Q,Q,N,100.0,N,N,,ALKS,N
396,Y,ALKT,"Alkami Technology, Inc. - Common Stock",Q,Q,N,100.0,N,N,,ALKT,N
397,Y,ALL,Allstate Corporation (The) Common Stock,N, ,N,100.0,N,,ALL,ALL,N
402,Y,ALLE,Allegion plc Ordinary Shares,N, ,N,100.0,N,,ALLE,ALLE,N
403,Y,ALLG,Allego N.V. Ordinary Share,N, ,N,100.0,N,,ALLG,ALLG,N
405,Y,ALLK,Allakos Inc. - Common Stock,Q,Q,N,100.0,N,N,,ALLK,N
406,Y,ALLO,"Allogene Therapeutics, Inc. - Common Stock",Q,Q,N,100.0,N,N,,ALLO,N
407,Y,ALLR,"Allarity Therapeutics, Inc. - Common stock",Q,S,N,100.0,N,N,,ALLR,N
408,Y,ALLT,Allot Ltd. - Ordinary Shares,Q,Q,N,100.0,N,N,,ALLT,N
409,Y,ALLY,Ally Financial Inc. Common Stock,N, ,N,100.0,N,,ALLY,ALLY,N
410,Y,ALNT,Allient Inc. - Common Stock,Q,G,N,100.0,N,N,,ALNT,N
411,Y,ALNY,"Alnylam Pharmaceuticals, Inc. - Common Stock",Q,Q,N,100.0,N,N,,ALNY,N
412,Y,ALOR,ALSP Orchid Acquisition Corporation I - Class A Ordinary Share,Q,G,N,100.0,N,D,,ALOR,N
413,Y,ALORU,ALSP Orchid Acquisition Corporation I - Unit,Q,G,N,100.0,N,D,,ALORU,N
414,Y,ALORW,ALSP Orchid Acquisition Corporation I - Warrant,Q,G,N,100.0,N,D,,ALORW,N
415,Y,ALOT,"AstroNova, Inc. - Common Stock",Q,G,N,100.0,N,N,,ALOT,N
416,Y,ALPN,"Alpine Immune Sciences, Inc. - Common Stock",Q,G,N,100.0,N,N,,ALPN,N
417,Y,ALPP,"Alpine 4 Holdings, Inc. - Class A Common Stock",Q,S,N,100.0,N,N,,ALPP,N
418,Y,ALRM,"Alarm.com Holdings, Inc. - Common Stock",Q,Q,N,100.0,N,N,,ALRM,N
419,Y,ALRN,"Aileron Therapeutics, Inc. - Common Stock",Q,S,N,100.0,N,N,,ALRN,N
420,Y,ALRS,Alerus Financial Corporation - Common Stock,Q,S,N,100.0,N,N,,ALRS,N
421,Y,ALSA,Alpha Star Acquisition Corporation - Ordinary Shares,Q,G,N,100.0,N,N,,ALSA,N
423,Y,ALSAU,Alpha Star Acquisition Corporation - Units,Q,G,N,100.0,N,N,,ALSAU,N
424,Y,ALSAW,Alpha Star Acquisition Corporation - Warrants,Q,G,N,100.0,N,N,,ALSAW,N
425,Y,ALSN,"Allison Transmission Holdings, Inc. Common Stock",N, ,N,100.0,N,,ALSN,ALSN,N
426,Y,ALT,"Altimmune, Inc. - Common Stock",Q,G,N,100.0,N,N,,ALT,N
427,Y,ALTG,Alta Equipment Group Inc. Class A Common Stock,N, ,N,100.0,N,,ALTG,ALTG,N
429,Y,ALTI,"AlTi Global, Inc. - Class A Common Stock",Q,S,N,100.0,N,N,,ALTI,N
430,Y,ALTL,Pacer Lunt Large Cap Alternator ETF,P, ,Y,100.0,N,,ALTL,ALTL,N
431,Y,ALTO,"Alto Ingredients, Inc. - Common Stock",Q,S,N,100.0,N,N,,ALTO,N
432,Y,ALTR,Altair Engineering Inc. - Class A Common Stock,Q,Q,N,100.0,N,N,,ALTR,N
433,Y,ALTU,Altitude Acquisition Corp. - Class A Common Stock,Q,S,N,100.0,N,N,,ALTU,N
434,Y,ALTUU,Altitude Acquisition Corp. - Unit,Q,S,N,100.0,N,N,,ALTUU,N
435,Y,ALTUW,Altitude Acquisition Corp. - Warrant,Q,S,N,100.0,N,N,,ALTUW,N
436,Y,ALTY,Global X Alternative Income ETF,Q,G,Y,100.0,N,N,,ALTY,N
437,Y,ALUR,"Allurion Technologies, Inc. Common Stock",N, ,N,100.0,N,,ALUR,ALUR,N
439,Y,ALV,"Autoliv, Inc. Common Stock",N, ,N,100.0,N,,ALV,ALV,N
440,Y,ALVO,Alvotech - Ordinary Shares,Q,G,N,100.0,N,N,,ALVO,N
441,Y,ALVOW,Alvotech - Warrant,Q,G,N,100.0,N,N,,ALVOW,N
442,Y,ALVR,"AlloVir, Inc. - Common Stock",Q,Q,N,100.0,N,N,,ALVR,N
443,Y,ALX,"Alexander's, Inc. Common Stock",N, ,N,100.0,N,,ALX,ALX,N
444,Y,ALXO,ALX Oncology Holdings Inc. - Common Stock,Q,Q,N,100.0,N,N,,ALXO,N
445,Y,ALYA,Alithya Group inc. - Class A subordinate voting shares,Q,S,N,100.0,N,N,,ALYA,N
446,Y,ALZN,"Alzamend Neuro, Inc. - Common Stock",Q,S,N,100.0,N,D,,ALZN,N
447,Y,AM,Antero Midstream Corporation Common Stock,N, ,N,100.0,N,,AM,AM,N
448,Y,AMAL,Amalgamated Financial Corp. - Common Stock,Q,G,N,100.0,N,N,,AMAL,N
449,Y,AMAM,Ambrx Biopharma Inc. - American Depositary Shares,Q,Q,N,100.0,N,N,,AMAM,N
450,Y,AMAO,American Acquisition Opportunity Inc. - Class A Common Stock,Q,S,N,100.0,N,D,,AMAO,N
451,Y,AMAOU,American Acquisition Opportunity Inc. - Units,Q,S,N,100.0,N,D,,AMAOU,N
452,Y,AMAOW,American Acquisition Opportunity Inc. - Warrant,Q,S,N,100.0,N,D,,AMAOW,N
453,Y,AMAT,"Applied Materials, Inc. - Common Stock",Q,Q,N,100.0,N,N,,AMAT,N
454,Y,AMAX,RH Hedged Multi-Asset Income ETF,P, ,Y,100.0,N,,AMAX,AMAX,N
455,Y,AMBA,"Ambarella, Inc. - Ordinary Shares",Q,Q,N,100.0,N,N,,AMBA,N
456,Y,AMBC,"Ambac Financial Group, Inc. Common Stock",N, ,N,100.0,N,,AMBC,AMBC,N
457,Y,AMBI,Ambipar Emergency Response Class A Ordinary Shares,A, ,N,100.0,N,,AMBI,AMBI,N
459,Y,AMBO,"Ambow Education Holding Ltd. American Depository Shares, each representing two Class A ordinary shares",A, ,N,100.0,N,,AMBO,AMBO,N
460,Y,AMBP,Ardagh Metal Packaging S.A. Ordinary Shares,N, ,N,100.0,N,,AMBP,AMBP,N
462,Y,AMC,"AMC Entertainment Holdings, Inc. Class A Common Stock",N, ,N,100.0,N,,AMC,AMC,N
463,Y,AMCR,Amcor plc Ordinary Shares,N, ,N,100.0,N,,AMCR,AMCR,N
464,Y,AMCX,AMC Networks Inc. - Class A Common Stock,Q,Q,N,100.0,N,N,,AMCX,N
465,Y,AMD,"Advanced Micro Devices, Inc. - Common Stock",Q,Q,N,100.0,N,N,,AMD,N
466,Y,AMDS,GraniteShares 1x Short AMD Daily ETF,Q,G,Y,100.0,N,N,,AMDS,N
467,Y,AME,"AMETEK, Inc.",N, ,N,100.0,N,,AME,AME,N
468,Y,AMED,Amedisys Inc - Common Stock,Q,Q,N,100.0,N,N,,AMED,N
469,Y,AMEH,"Apollo Medical Holdings, Inc. - Common Stock",Q,S,N,100.0,N,N,,AMEH,N
470,Y,AMG,"Affiliated Managers Group, Inc. Common Stock",N, ,N,100.0,N,,AMG,AMG,N
471,Y,AMGN,Amgen Inc. - Common Stock,Q,Q,N,100.0,N,N,,AMGN,N
472,Y,AMH,American Homes 4 Rent Common Shares of Beneficial Interest,N, ,N,100.0,N,,AMH,AMH,N
475,Y,AMID,Argent Mid Cap ETF,Q,G,Y,100.0,N,N,,AMID,N
476,Y,AMJ,JPMorgan Chase Capital XVI JP Morgan Alerian MLP ETN,P, ,N,100.0,N,,AMJ,AMJ,N
477,Y,AMK,"AssetMark Financial Holdings, Inc. Common Stock",N, ,N,100.0,N,,AMK,AMK,N
478,Y,AMKR,"Amkor Technology, Inc. - Common Stock",Q,Q,N,100.0,N,N,,AMKR,N
479,Y,AMLI,American Lithium Corp. - Common Stock,Q,S,N,100.0,N,N,,AMLI,N
480,Y,AMLP,Alerian MLP ETF,P, ,Y,100.0,N,,AMLP,AMLP,N
481,Y,AMLX,"Amylyx Pharmaceuticals, Inc. - Common Stock",Q,Q,N,100.0,N,N,,AMLX,N
482,Y,AMN,AMN Healthcare Services Inc,N, ,N,100.0,N,,AMN,AMN,N
483,Y,AMNA,ETRACS Alerian Midstream Energy Index ETN,P, ,Y,100.0,N,,AMNA,AMNA,N
484,Y,AMNB,"American National Bankshares, Inc. - Common Stock",Q,Q,N,100.0,N,N,,AMNB,N
485,Y,AMND,UBS AG ETRACS Alerian Midstream Energy High Dividend Index ETN,P, ,Y,100.0,N,,AMND,AMND,N
486,Y,AMOM,QRAFT AI-Enhanced U.S. Large Cap Momentum ETF,P, ,Y,100.0,N,,AMOM,AMOM,N
487,Y,AMP,"Ameriprise Financial, Inc. Common Stock",N, ,N,100.0,N,,AMP,AMP,N
488,Y,AMPD,Return Stacked Bonds & Managed Futures ETF CNIC ICE U.S. Carbon Neutral Power Futures Index ETF,P, ,Y,100.0,N,,AMPD,AMPD,N
489,Y,AMPE,"Ampio Pharmaceuticals, Inc.",A, ,N,100.0,N,,AMPE,AMPE,N
490,Y,AMPG,"Amplitech Group, Inc. - Common Stock",Q,S,N,100.0,N,N,,AMPG,N
491,Y,AMPGW,"Amplitech Group, Inc. - Warrants",Q,S,N,100.0,N,N,,AMPGW,N
492,Y,AMPH,"Amphastar Pharmaceuticals, Inc. - Common Stock",Q,Q,N,100.0,N,N,,AMPH,N
493,Y,AMPL,"Amplitude, Inc. - Class A Common Stock",Q,S,N,100.0,N,N,,AMPL,N
494,Y,AMPS,"Altus Power, Inc. Class A Common Stock",N, ,N,100.0,N,,AMPS,AMPS,N
495,Y,AMPX,"Amprius Technologies, Inc. Common Stock",N, ,N,100.0,N,,AMPX,AMPX,N
497,Y,AMPY,Amplify Energy Corp. Common Stock,N, ,N,100.0,N,,AMPY,AMPY,N
498,Y,AMR,"Alpha Metallurgical Resources, Inc. Common Stock",N, ,N,100.0,N,,AMR,AMR,N
499,Y,AMRC,"Ameresco, Inc. Class A Common Stock",N, ,N,100.0,N,,AMRC,AMRC,N
500,Y,AMRK,"A-Mark Precious Metals, Inc. - Common Stock",Q,Q,N,100.0,N,N,,AMRK,N
501,Y,AMRN,"Amarin Corporation plc - American Depositary Shares, each representing one Ordinary Share",Q,G,N,100.0,N,N,,AMRN,N
502,Y,AMRX,"Amneal Pharmaceuticals, Inc. Class A Common Stock",N, ,N,100.0,N,,AMRX,AMRX,N
503,Y,AMS,American Shared Hospital Services Common Stock,A, ,N,100.0,N,,AMS,AMS,N
504,Y,AMSC,American Superconductor Corporation - Common Stock,Q,Q,N,100.0,N,N,,AMSC,N
505,Y,AMSF,"AMERISAFE, Inc. - Common Stock",Q,Q,N,100.0,N,N,,AMSF,N
506,Y,AMST,Amesite Inc. - Common Stock,Q,S,N,100.0,N,N,,AMST,N
507,Y,AMSWA,"American Software, Inc. - Class A Common Stock",Q,Q,N,100.0,N,N,,AMSWA,N
508,Y,AMT,American Tower Corporation (REIT) Common Stock,N, ,N,100.0,N,,AMT,AMT,N
509,Y,AMTB,Amerant Bancorp Inc. Class A Common Stock,N, ,N,100.0,N,,AMTB,AMTB,N
510,Y,AMTD,"AMTD IDEA Group American Depositary Shares, each representing two Class A Ordinary Shares",N, ,N,100.0,N,,AMTD,AMTD,N
511,Y,AMTI,Applied Molecular Transport Inc. - common stock,Q,S,N,100.0,N,D,,AMTI,N
512,Y,AMTR,ETRACS Alerian Midstream Energy Total Return Index ETN,P, ,N,100.0,N,,AMTR,AMTR,N
513,Y,AMTX,"Aemetis, Inc - Common Stock",Q,G,N,100.0,N,N,,AMTX,N
514,Y,AMUB,"ETRACS Alerian MLP Index ETN Series B due July 18, 2042",P, ,N,100.0,N,,AMUB,AMUB,N
515,Y,AMWD,American Woodmark Corporation - Common Stock,Q,Q,N,100.0,N,N,,AMWD,N
516,Y,AMWL,American Well Corporation Class A Common Stock,N, ,N,100.0,N,,AMWL,AMWL,N
517,Y,AMX,"America Movil, S.A.B. de C.V. American Depositary Shares (each representing the right to receive twenty (20) Series B Shares",N, ,N,100.0,N,,AMX,AMX,N
518,Y,AMZA,InfraCap MLP ETF,P, ,Y,100.0,N,,AMZA,AMZA,N
519,Y,AMZD,Direxion Daily AMZN Bear 1X Shares,Q,G,Y,100.0,N,N,,AMZD,N
520,Y,AMZN,"Amazon.com, Inc. - Common Stock",Q,Q,N,100.0,N,N,,AMZN,N
521,Y,AMZU,Direxion Daily AMZN Bull 1.5X Shares,Q,G,Y,100.0,N,N,,AMZU,N
522,Y,AMZY,Tidal ETF Trust II YieldMax AMZN Option Income Strategy ETF,P, ,Y,100.0,N,,AMZY,AMZY,N
523,Y,AN,"AutoNation, Inc. Common Stock",N, ,N,100.0,N,,AN,AN,N
524,Y,ANAB,"AnaptysBio, Inc. - Common Stock",Q,Q,N,100.0,N,N,,ANAB,N
525,Y,ANDE,"The Andersons, Inc. - Common Stock",Q,Q,N,100.0,N,N,,ANDE,N
526,Y,ANEB,"Anebulo Pharmaceuticals, Inc. - Common Stock",Q,S,N,100.0,N,N,,ANEB,N
527,Y,ANET,"Arista Networks, Inc. Common Stock",N, ,N,100.0,N,,ANET,ANET,N
528,Y,ANEW,ProShares MSCI Transformational Changes ETF,P, ,Y,100.0,N,,ANEW,ANEW,N
529,Y,ANF,Abercrombie & Fitch Company Common Stock,N, ,N,100.0,N,,ANF,ANF,N
530,Y,ANGH,Anghami Inc. - Ordinary Shares,Q,G,N,100.0,N,D,,ANGH,N
531,Y,ANGHW,Anghami Inc. - Warrants,Q,S,N,100.0,N,N,,ANGHW,N
532,Y,ANGI,Angi Inc. - Class A Common Stock,Q,Q,N,100.0,N,N,,ANGI,N
533,Y,ANGL,VanEck Fallen Angel High Yield Bond ETF,Q,G,Y,100.0,N,N,,ANGL,N
534,Y,ANGO,"AngioDynamics, Inc. - Common Stock",Q,Q,N,100.0,N,N,,ANGO,N
535,Y,ANIK,Anika Therapeutics Inc. - Common Stock,Q,Q,N,100.0,N,N,,ANIK,N
536,Y,ANIP,"ANI Pharmaceuticals, Inc. - Common Stock",Q,G,N,100.0,N,N,,ANIP,N
537,Y,ANIX,"Anixa Biosciences, Inc. - Common Stock",Q,S,N,100.0,N,N,,ANIX,N
538,Y,ANNX,"Annexon, Inc. - common stock",Q,Q,N,100.0,N,N,,ANNX,N
539,Y,ANSS,"ANSYS, Inc. - Common Stock",Q,Q,N,100.0,N,N,,ANSS,N
540,Y,ANTE,"AirNet Technology Inc. - American Depositary Shares, each representing one ordinary shares",Q,S,N,100.0,N,N,,ANTE,N
541,Y,ANTX,"AN2 Therapeutics, Inc. - Common Stock",Q,Q,N,100.0,N,N,,ANTX,N
542,Y,ANVS,"Annovis Bio, Inc. Common Stock",N, ,N,100.0,N,,ANVS,ANVS,N
543,Y,ANY,Sphere 3D Corp. - Common Shares,Q,S,N,100.0,N,N,,ANY,N
544,Y,ANZU,Anzu Special Acquisition Corp I - Class A Common Stock,Q,S,N,100.0,N,N,,ANZU,N
545,Y,ANZUU,Anzu Special Acquisition Corp I - Units,Q,S,N,100.0,N,N,,ANZUU,N
546,Y,ANZUW,Anzu Special Acquisition Corp I - Warrant,Q,S,N,100.0,N,N,,ANZUW,N
547,Y,AOA,iShares Core Aggressive Allocation ETF,P, ,Y,100.0,N,,AOA,AOA,N
548,Y,AOD,abrdn Total Dynamic Dividend Fund Common Shares of Beneficial Interest,N, ,N,100.0,N,,AOD,AOD,N
549,Y,AOGO,Arogo Capital Acquisition Corp. - Class A Common Stock,Q,G,N,100.0,N,N,,AOGO,N
550,Y,AOGOU,Arogo Capital Acquisition Corp. - Unit,Q,G,N,100.0,N,N,,AOGOU,N
551,Y,AOGOW,Arogo Capital Acquisition Corp. - Warrant,Q,G,N,100.0,N,N,,AOGOW,N
552,Y,AOK,iShares Core Conservative Allocation ETF,P, ,Y,100.0,N,,AOK,AOK,N
553,Y,AOM,iShares Core Moderate Allocation ETF,P, ,Y,100.0,N,,AOM,AOM,N
554,Y,AOMR,"Angel Oak Mortgage REIT, Inc. Common Stock",N, ,N,100.0,N,,AOMR,AOMR,N
555,Y,AON,Aon plc Class A Ordinary Shares (Ireland),N, ,N,100.0,N,,AON,AON,N
556,Y,AOR,iShares Core Growth Allocation ETF,P, ,Y,100.0,N,,AOR,AOR,N
557,Y,AORT,"Artivion, Inc. Common Stock",N, ,N,100.0,N,,AORT,AORT,N
558,Y,AOS,A.O. Smith Corporation Common Stock,N, ,N,100.0,N,,AOS,AOS,N
